subgroup,date,approval,disapproval
Voters,2021-05-17,55.674405,41.688217
Voters,2021-05-17,51.945862,43.001729
Voters,2021-05-18,52.329668,42.232299
Voters,2021-05-18,53.736315,42.268878
Voters,2021-05-19,54.736315,40.268878
Voters,2021-05-19,55.713892,41.262693
Voters,2021-05-20,54.736315,40.268878
Voters,2021-05-20,55.354892,38.790093
Voters,2021-05-20,56.945862,39.001729
Voters,2021-05-20,57.699924,40.228639
Voters,2021-05-20,57.213892,38.262693
Voters,2021-05-23,56.736315,37.268878
Voters,2021-05-24,50.848728,41.964749
Voters,2021-05-24,56.736315,38.268878
Voters,2021-05-24,52.644461,43.501791
Voters,2021-05-24,52.945862,42.001729
Voters,2021-05-25,53.355005,41.453961
Voters,2021-05-26,53.356588,40.708773
Voters,2021-05-25,53.329668,41.232299
Voters,2021-05-25,57.736315,37.268878
Voters,2021-05-26,55.736315,39.268878
Voters,2021-05-27,57.736315,37.268878
Voters,2021-05-27,57.673369,38.268196
Voters,2021-05-28,57.123028,35.818327
Voters,2021-05-30,55.736315,39.268878
Voters,2021-05-31,55.736315,39.268878
Voters,2021-06-01,53.736315,42.268878
Voters,2021-06-01,51.329668,42.232299
Voters,2021-06-01,56.713892,40.262693
Voters,2021-06-02,52.736315,43.268878
Voters,2021-06-03,51.736315,43.268878
Voters,2021-06-05,52.356588,40.708773
Voters,2021-06-05,53.774918,40.757176
Voters,2021-06-06,50.736315,43.268878
Voters,2021-06-07,51.736315,43.268878
Voters,2021-06-07,49.945862,44.001729
Voters,2021-06-08,53.736315,42.268878
Voters,2021-06-08,52.329668,42.232299
Voters,2021-06-09,54.736315,41.268878
Voters,2021-06-10,52.305079,44.057961
Voters,2021-06-09,56.713892,40.262693
Voters,2021-06-10,51.736315,43.268878
Voters,2021-06-10,53.722465,39.972257
Voters,2021-06-13,51.736315,44.268878
Voters,2021-06-14,49.90104,42.858186
Voters,2021-06-14,51.736315,43.268878
Voters,2021-06-14,51.644461,43.501791
Voters,2021-06-13,50.945862,45.001729
Voters,2021-06-15,55.404541,39.924288
Voters,2021-06-15,49.329668,44.232299
Voters,2021-06-15,52.736315,42.268878
Voters,2021-06-23,52.329668,45.932299
Voters,2021-06-16,52.736315,42.268878
Voters,2021-06-17,53.736315,42.268878
Voters,2021-06-17,54.713892,35.262693
Voters,2021-06-20,54.736315,40.268878
Voters,2021-06-20,53.688729,43.685273
Voters,2021-06-21,56.488087,43.133759
Voters,2021-06-20,51.945862,44.001729
Voters,2021-06-21,53.736315,41.268878
Voters,2021-06-20,50.354892,44.790093
Voters,2021-06-20,55.945862,41.001729
Voters,2021-06-22,54.674405,41.688217
Voters,2021-06-22,53.329668,43.232299
Voters,2021-06-22,54.736315,40.268878
Voters,2021-06-22,55.355005,42.453961
Voters,2021-06-23,53.736315,41.268878
Voters,2021-06-24,53.736315,41.268878
Voters,2021-06-27,51.736315,43.268878
Voters,2021-06-29,52.071613,43.444089
Voters,2021-06-28,51.736315,43.268878
Voters,2021-06-28,53.644461,42.501791
Voters,2021-06-28,51.945862,44.001729
Voters,2021-06-29,51.329668,45.232299
Voters,2021-06-29,50.736315,44.268878
Voters,2021-06-30,50.736315,43.268878
Voters,2021-06-30,55.713892,41.262693
Voters,2021-07-01,50.736315,44.268878
Voters,2021-07-02,52.123028,41.818327
Voters,2021-07-06,51.736315,44.268878
Voters,2021-07-07,51.736315,44.268878
Voters,2021-07-06,52.329668,43.232299
Voters,2021-07-07,51.736315,43.268878
Voters,2021-07-06,57.673369,40.268196
Voters,2021-07-10,50.945862,46.001729
Voters,2021-07-11,51.736315,43.268878
Voters,2021-07-10,48.356588,44.708773
Voters,2021-07-09,54.713892,42.262693
Voters,2021-07-10,49.774918,42.757176
Voters,2021-07-12,51.736315,43.268878
Voters,2021-07-12,49.945862,46.001729
Voters,2021-07-13,51.736315,43.268878
Voters,2021-07-13,50.329668,44.232299
Voters,2021-07-14,50.736315,44.268878
Voters,2021-07-15,51.736315,43.268878
Voters,2021-07-18,52.736315,42.268878
Voters,2021-07-18,49.945862,45.001729
Voters,2021-07-19,51.644461,43.501791
Voters,2021-07-19,53.736315,42.268878
Voters,2021-07-20,51.329668,42.232299
Voters,2021-07-20,52.354892,44.790093
Voters,2021-07-20,52.736315,42.268878
Voters,2021-07-21,53.736315,42.268878
Voters,2021-07-21,53.713892,43.262693
Voters,2021-07-22,52.736315,42.268878
Voters,2021-07-23,54.674405,42.688217
Voters,2021-07-25,51.736315,43.268878
Voters,2021-07-26,49.736315,45.268878
Voters,2021-07-26,49.90104,43.858186
Voters,2021-07-29,51.071613,44.444089
Voters,2021-07-26,49.945862,46.001729
Voters,2021-07-27,48.736315,46.268878
Voters,2021-07-27,50.329668,44.232299
Voters,2021-07-28,49.736315,45.268878
Voters,2021-07-29,49.736315,45.268878
Voters,2021-07-29,48.945862,48.001729
Voters,2021-07-30,55.123028,37.818327
Voters,2021-07-29,47.713892,44.262693
Voters,2021-07-31,45.356588,49.708773
Voters,2021-08-02,48.848728,43.964749
Voters,2021-08-01,51.736315,43.268878
Voters,2021-08-02,50.644461,45.501791
Voters,2021-08-02,50.736315,45.268878
Voters,2021-08-03,52.688729,44.685273
Voters,2021-08-02,49.945862,47.001729
Voters,2021-08-03,50.736315,45.268878
Voters,2021-08-03,50.329668,43.232299
Voters,2021-08-03,48.613423,38.916517
Voters,2021-08-04,50.736315,45.268878
Voters,2021-08-05,50.736315,45.268878
Voters,2021-08-05,50.713892,41.262693
Voters,2021-08-08,51.736315,43.268878
Voters,2021-08-09,50.736315,45.268878
Voters,2021-08-10,49.713892,41.262693
Voters,2021-08-09,48.945862,47.001729
Voters,2021-08-10,50.736315,44.268878
Voters,2021-08-10,48.329668,44.232299
Voters,2021-08-10,52.355005,45.453961
Voters,2021-08-11,47.944921,45.887093
Voters,2021-08-11,49.736315,46.268878
Voters,2021-08-12,49.736315,46.268878
Voters,2021-08-15,48.736315,47.268878
Voters,2021-08-14,48.945862,46.001729
Voters,2021-08-16,49.644461,45.501791
Voters,2021-08-16,47.736315,48.268878
Voters,2021-08-18,48.86006,45.391301
Voters,2021-08-16,48.945862,47.001729
Voters,2021-08-17,48.329668,46.232299
Voters,2021-08-17,48.736315,48.268878
Voters,2021-08-18,51.674405,45.688217
Voters,2021-08-17,50.198016,47.547332
Voters,2021-08-18,48.736315,47.268878
Voters,2021-08-19,48.736315,47.268878
Voters,2021-08-19,47.945862,48.001729
Voters,2021-08-20,48.354892,47.790093
Voters,2021-08-22,48.736315,47.268878
Voters,2021-08-24,42.356588,48.708773
Voters,2021-08-22,44.774918,47.757176
Voters,2021-08-23,42.793982,52.833532
Voters,2021-08-23,46.736315,49.268878
Voters,2021-08-22,44.713892,44.262693
Voters,2021-08-24,46.736315,49.268878
Voters,2021-08-24,47.945862,49.001729
Voters,2021-08-24,49.329668,45.232299
Voters,2021-08-25,46.736315,49.268878
Voters,2021-08-26,47.736315,47.268878
Voters,2021-08-29,47.736315,48.268878
Voters,2021-08-30,46.736315,48.268878
Voters,2021-08-30,46.644461,49.501791
Voters,2021-08-29,45.945862,50.001729
Voters,2021-08-31,44.071613,50.444089
Voters,2021-08-30,44.945862,50.001729
Voters,2021-08-31,48.329668,45.232299
Voters,2021-08-31,44.736315,50.268878
Voters,2021-09-01,45.960539,47.248633
Voters,2021-09-01,44.736315,50.268878
Voters,2021-09-02,46.736315,48.268878
Voters,2021-09-05,48.736315,46.268878
